,Game,Price,Offers,Tags,Day
12738,Lozenge,0.5,4.0,"Niezalezne, Rekreacyjne",2019/05/03
12739,UltraGoodness,4.0,1.0,"Niezalezne, Akcja",2019/05/03
12740,Unknown Pain: Hardcore,2.99,1.0,"Niezalezne, Akcja, Przygodowe, Wyscigi",2019/05/03
12741,Subterra,2.99,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/03
12742,TAP TOUCH RUN,0.5,3.0,"Niezalezne, Akcja, Sportowe, Rekreacyjne",2019/05/03
12743,Hungry Flame,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12744,Ittle Dew,1.49,2.0,"Niezalezne, Przygodowe",2019/05/03
12745,World to the West,1.79,12.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/03
12746,TumbleSeed,1.49,3.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12747,Kingdom Wars 2: Battles,4.9,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/03
12748,"Slice, Dice & Rice",3.32,3.0,Akcja,2019/05/03
12749,Streng Check,1.75,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12750,NotTheNameWeWanted,1.0,3.0,Rekreacyjne,2019/05/03
12751,Capture the planet: Cute War,2.49,1.0,Niezalezne,2019/05/03
12752,Bomb Labyrinth,3.99,1.0,"Niezalezne, Rekreacyjne",2019/05/03
12753,Bad Neighbor,2.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12754,Animal Herding,2.99,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12755,1vs1: Battle Royale for the throne,1.99,1.0,"RPG, Przygodowe",2019/05/03
12756,Outland,3.9,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12757,Alien Run,0.5,3.0,"Akcja, Przygodowe, Rekreacyjne",2019/05/03
12758,Urizen Shadows of the Cold,0.5,6.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12759,NeoBoom2,0.5,2.0,Niezalezne,2019/05/03
12760,Nice Way,0.5,6.0,"Niezalezne, Rekreacyjne",2019/05/03
12761,NeoBalls,0.5,3.0,Niezalezne,2019/05/03
12762,Data Hacker: Initiation,0.5,5.0,"Niezalezne, Symulacje, RPG, Przygodowe",2019/05/03
12763,OutSplit,0.5,4.0,"Niezalezne, Rekreacyjne",2019/05/03
12764,DISTRAINT,0.5,7.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/03
12765,Deep Blue 3D Maze,0.5,7.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12766,POPixel,1.0,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12767,Crash Wheels,3.99,1.0,"Niezalezne, Wyscigi",2019/05/03
12768,Incitement 3,0.5,4.0,"Niezalezne, RPG, Przygodowe",2019/05/03
12769,Monster Slayers,2.5,2.0,"Niezalezne, Akcja",2019/05/03
12770,Nonogram - The Greatest Painter,3.0,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/03
12771,RPG Maker VX Ace - Futuristic Tiles Resource Pack,8.99,2.0,,2019/05/03
12772,AIdol,4.99,1.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/03
12773,sudoku.,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/03
12774,Noise,0.7,3.0,"Niezalezne, Wczesny dostep, Przygodowe",2019/05/03
12775,The 11th Hour,1.2,2.0,Przygodowe,2019/05/03
12776,Voxel Warfare Online,0.9,1.0,"Niezalezne, Wczesny dostep, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12777,Gnomoria,6.6,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/03
12778,Albedo: Eyes from Outer Space,4.8,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12779,In Game Adventure: Legend of Monsters,1.0,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12780,HIVE: Altenum Wars,0.99,4.0,"Niezalezne, Akcja",2019/05/03
12781,Robot Heroes,1.8,1.0,"Niezalezne, Akcja",2019/05/03
12782,Spaceship Looter,1.0,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/03
12783,Stickman Wars,0.8,2.0,"Niezalezne, Akcja",2019/05/03
12784,Transparent Black,0.8,1.0,"Niezalezne, RPG, Przygodowe",2019/05/03
12785,Halloween Mysteries,5.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12786,Deep Fear,1.45,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12787,Band of Outlaws,0.5,3.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12788,Phrase Shift,2.0,1.0,Rekreacyjne,2019/05/03
12789,Parallyzed,4.0,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/03
12790,Lords of War,5.0,1.0,"Niezalezne, Akcja, Strategiczne",2019/05/03
12791,Dragon's Dungeon: Awakening,4.0,2.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/03
12792,15 Defense,0.75,2.0,"Niezalezne, Rekreacyjne",2019/05/03
12793,Lost Bros,1.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12794,Sunset Rangers,9.89,1.0,"Niezalezne, Akcja, RPG",2019/05/03
12795,I'm Titanium,4.5,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12796,Missile Cards,1.5,1.0,"Niezalezne, Strategiczne",2019/05/03
12797,Atomic 79,1.5,1.0,Akcja,2019/05/03
12798,Star Hammer: The Vanguard Prophecy,12.0,1.0,"Symulacje, Strategiczne, Przygodowe",2019/05/03
12799,The 7th Guest,1.2,1.0,Przygodowe,2019/05/03
12800,DarkEnd,0.5,6.0,"Niezalezne, RPG",2019/05/03
12801,Taxi,0.9,2.0,"Niezalezne, Symulacje",2019/05/03
12802,Star Wars Jedi Knight: Dark Forces II,10.0,1.0,Akcja,2019/05/03
12803,Construction Simulator 2015,9.0,2.0,"Symulacje, Rekreacyjne",2019/05/03
12804,"What The Heck, Dude?",2.99,1.0,"Niezalezne, Symulacje, Akcja, Rekreacyjne",2019/05/03
12805,IronPower,0.5,2.0,"Niezalezne, Wczesny dostep, Akcja, Rekreacyjne",2019/05/03
12806,Tourists Kidnapped a Little Bear,0.5,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12807,Space Lagat,0.5,4.0,"Niezalezne, Rekreacyjne",2019/05/03
12808,Krog Wars,0.5,5.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12809,Woodle Tree Adventures,0.5,5.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12810,Earth 2150: The Moon Project,1.49,1.0,Strategiczne,2019/05/03
12811,JumpBall 2,1.5,1.0,"Niezalezne, Wyscigi, Sportowe, Rekreacyjne",2019/05/03
12812,Wildlife Park 3,9.9,1.0,"Niezalezne, Symulacje, Strategiczne, Rekreacyjne",2019/05/03
12813,The Elder Scrolls V: Skyrim,19.9,1.0,RPG,2019/05/03
12814,L.A. Noire: The Complete Edition,44.99,1.0,"Strategiczne, Przygodowe",2019/05/03
12815,National Park Girls,15.99,1.0,"Niezalezne, Rekreacyjne",2019/05/03
12816,Running Man 3D Part2,0.5,1.0,"Niezalezne, Symulacje, Przygodowe",2019/05/03
12817,Aquarium Simulator,0.5,5.0,"Niezalezne, Symulacje",2019/05/03
12818,NeoSticks,0.5,4.0,Niezalezne,2019/05/03
12819,NeoBalls2,0.5,6.0,Niezalezne,2019/05/03
12820,Crystal Cosmos,0.9,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12821,OutDrive,1.89,2.0,"Niezalezne, Wyscigi, Rekreacyjne",2019/05/03
12822,Xbird,0.5,3.0,"Niezalezne, Wczesny dostep, Akcja, Rekreacyjne, MMO",2019/05/03
12823,Far Space VR,0.5,3.0,"Niezalezne, Symulacje, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12824,Far Space Halloween edition,0.5,3.0,"Niezalezne, Symulacje, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12825,The Quest for Achievements II,0.5,5.0,"Niezalezne, Akcja, RPG, Przygodowe, Rekreacyjne",2019/05/03
12826,Approaching Blocks,0.9,1.0,"Niezalezne, Rekreacyjne",2019/05/03
12827,Gamma Bros 1.5,0.5,5.0,"Niezalezne, Akcja, Darmowe",2019/05/03
12828,HardBall,0.5,3.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12829,Adventure Rage,0.8,2.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12830,Grand Pskov Story,0.5,1.0,"Niezalezne, Przygodowe",2019/05/03
12831,Alone K.W.,0.7,1.0,"Niezalezne, Przygodowe",2019/05/03
12832,Monsti,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/03
12833,Sleengster,0.5,8.0,"Niezalezne, Rekreacyjne",2019/05/03
12834,Reading Simulator,0.5,4.0,"Niezalezne, Symulacje",2019/05/03
12835,Premier Buggy Racing Tour,0.5,3.0,"Niezalezne, Wyscigi, Sportowe",2019/05/03
12836,TimeTekker,0.5,2.0,"Niezalezne, Akcja",2019/05/03
12837,Crafting Tycoon,0.5,2.0,"Niezalezne, Symulacje, Strategiczne",2019/05/03
12838,Pilferer,0.5,6.0,"Niezalezne, Symulacje, Przygodowe, Rekreacyjne",2019/05/03
12839,21+,0.5,4.0,Rekreacyjne,2019/05/03
12840,Big Pharma,14.99,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/03
12841,Somewhere on Zibylon,0.5,6.0,"Niezalezne, Akcja",2019/05/03
12842,Moékuri: Adorable + Tactical SRPG,2.99,3.0,"Niezalezne, RPG, Strategiczne",2019/05/03
12843,Control Craft 3,0.5,5.0,"Niezalezne, Akcja, Strategiczne, Przygodowe, Rekreacyjne",2019/05/03
12844,Half Past Impossible,0.5,9.0,"Niezalezne, Akcja, Strategiczne",2019/05/03
12845,Stealth Bastard Deluxe,3.0,1.0,"Niezalezne, Akcja",2019/05/03
12846,Epic drag puZOOls,0.5,3.0,"Niezalezne, Rekreacyjne",2019/05/03
12847,The Vanishing of Ethan Carter,8.48,2.0,"Niezalezne, Przygodowe",2019/05/03
12848,Hector: Badge of Carnage - Full Series,1.09,5.0,"Przygodowe, Rekreacyjne",2019/05/03
12849,Rebuild 3: Gangs of Deadsville,4.99,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/03
12850,Gurgamoth,1.38,4.0,"Niezalezne, Akcja",2019/05/03
12851,Master Spy,1.42,3.0,"Niezalezne, Akcja",2019/05/03
12852,Offensive Combat: Redux!,2.48,7.0,Akcja,2019/05/03
12853,Team Racing League,1.18,4.0,"Wczesny dostep, Wyscigi",2019/05/03
12854,Tiltagon,2.98,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12855,Dimension Jump,0.99,3.0,Niezalezne,2019/05/03
12856,Monument Builders - Alcatraz,0.5,1.0,Rekreacyjne,2019/05/03
12857,Walls in Dead,0.5,6.0,"Niezalezne, Akcja",2019/05/03
12858,Dark Years,0.5,4.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12859,Absconding + Break Into Zatwor,0.5,4.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12860,Jimmy Kamikaze,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/03
12861,Breaking Fast,0.5,4.0,"Niezalezne, Akcja, Wyscigi, Rekreacyjne",2019/05/03
12862,Jumping Tank,0.5,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12863,Golf Extreme,0.5,1.0,"Niezalezne, Symulacje, Akcja, Sportowe, Rekreacyjne",2019/05/03
12864,High On Racing,0.5,2.0,"Niezalezne, Wyscigi",2019/05/03
12865,A Week of Circus Terror,0.5,1.0,Niezalezne,2019/05/03
12866,Visitors,0.5,2.0,"Niezalezne, Akcja",2019/05/03
12867,Royal Defense - Invisible Threat,0.5,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/03
12868,A Bird Story,5.0,1.0,"Niezalezne, RPG, Przygodowe",2019/05/03
12869,12 Labours of Hercules VII: Fleecing the Fleece,3.99,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/03
12870,Super Rude Bear Resurrection,0.9,6.0,"Niezalezne, Akcja",2019/05/03
12871,Tales of Nebezem: Elemental Link,1.99,1.0,"Niezalezne, Przygodowe",2019/05/03
12872,Hyperdimension Neptunia Re;Birth2 Deluxe Edition Bundle / 特別限定版『デラックスエディション』,14.99,1.0,"RPG, Strategiczne",2019/05/03
12873,Dungeon Creepster,0.9,1.0,"Niezalezne, Akcja, RPG, Przygodowe, Rekreacyjne",2019/05/03
12874,Riverhill Trials,1.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12875,WizardCraft,5.0,1.0,"Niezalezne, RPG, Strategiczne",2019/05/03
12876,Think of the Children,1.45,2.0,Akcja,2019/05/03
12877,MINDCUBES - Inside the Twisted Gravity Puzzle,3.99,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12878,Trouble In The Manor,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12879,Ziggurat,3.75,4.0,"Niezalezne, Akcja, RPG",2019/05/03
12880,Violett Remastered,3.0,1.0,"Niezalezne, Przygodowe",2019/05/03
12881,Teleportals. I swear it's a nice game.,1.0,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12882,Void Source,1.5,1.0,"Niezalezne, Wczesny dostep, Akcja",2019/05/03
12883,Pro Skater 2D,2.99,1.0,"Niezalezne, Symulacje, Sportowe",2019/05/03
12884,WayOut,2.99,1.0,"Niezalezne, Rekreacyjne",2019/05/03
12885,Winexy,2.99,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/03
12886,Metal Dead,3.5,1.0,"Niezalezne, Przygodowe",2019/05/03
12887,Castle Crashers,34.99,1.0,"Niezalezne, Akcja, RPG, Przygodowe, Rekreacyjne",2019/05/03
12888,Viking: Battle for Asgard,4.95,2.0,"Akcja, Przygodowe",2019/05/03
12889,Assault on Arnhem,1.0,1.0,Strategiczne,2019/05/03
12890,Dyscourse,3.5,1.0,"Niezalezne, Symulacje, Przygodowe, Rekreacyjne",2019/05/03
12891,The Hive,4.99,1.0,"Niezalezne, Akcja, RPG, Strategiczne, Przygodowe",2019/05/03
12892,Cruel Arena,0.7,1.0,Akcja,2019/05/03
12893,STAR WARS Galactic Battlegrounds Saga,7.0,1.0,"Akcja, Strategiczne",2019/05/03
12894,Primal Carnage,10.8,1.0,"Niezalezne, Akcja",2019/05/03
12895,International Snooker,2.5,1.0,"Sportowe, Rekreacyjne",2019/05/03
12896,Dragon Kingdom War,7.48,1.0,"Niezalezne, RPG, Strategiczne, Rekreacyjne",2019/05/03
12897,Dungeon Journey,2.5,1.0,"Niezalezne, Symulacje, Akcja, RPG, Przygodowe, Rekreacyjne",2019/05/03
12898,Pineview Drive,1.9,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12899,Divekick,1.0,1.0,"Niezalezne, Akcja",2019/05/03
12900,Earth Overclocked,1.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12901,Stay Dead Evolution,2.0,4.0,"Niezalezne, Akcja",2019/05/03
12902,A Trip to Yugoslavia: Director's Cut,1.0,1.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12903,TeraBlaster,0.89,4.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12904,Teddy Floppy Ear - The Race,1.99,4.0,"Niezalezne, Symulacje, Wyscigi, Sportowe",2019/05/03
12905,SPACECOM,0.5,36.0,"Niezalezne, Strategiczne",2019/05/03
12906,Chamber of Darkness,2.0,1.0,"Niezalezne, Przygodowe",2019/05/03
12907,Dolphins-cyborgs and open space,0.5,4.0,"Niezalezne, Rekreacyjne",2019/05/03
12908,Sacra Terra: Kiss of Death Collector's Edition,4.5,1.0,"Przygodowe, Rekreacyjne",2019/05/03
12909,The Best Of MagiCats,4.0,1.0,"Niezalezne, Przygodowe",2019/05/03
12910,A Story of Distress,2.0,2.0,"Niezalezne, Akcja, Strategiczne, Przygodowe",2019/05/03
12911,Need For Gowna,0.5,4.0,"Niezalezne, Wyscigi, Sportowe",2019/05/03
12912,Planets Under Attack,0.9,3.0,"Niezalezne, Strategiczne",2019/05/03
12913,The Frost,2.5,1.0,"Niezalezne, Wczesny dostep, Przygodowe",2019/05/03
12914,Fortify,2.0,1.0,"Niezalezne, Akcja, Strategiczne",2019/05/03
12915,SnipZ,2.0,1.0,"Niezalezne, Akcja",2019/05/03
12916,Choppa,2.5,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12917,Plankton,0.5,4.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/03
12918,Fear of Clowns,0.5,5.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12919,Pivot Pilot,0.5,10.0,"Niezalezne, Akcja",2019/05/03
12920,Wordlase,0.5,3.0,"Niezalezne, Rekreacyjne",2019/05/03
12921,Kraven Manor,0.9,1.0,"Niezalezne, Akcja, Przygodowe, Darmowe",2019/05/03
12922,Hunting Unlimited 2009,6.6,1.0,Symulacje,2019/05/03
12923,Hunting Unlimited 2010,6.99,1.0,"Symulacje, Sportowe",2019/05/03
12924,Leisure Suit Larry 6 - Shape Up Or Slip Out,1.2,2.0,Przygodowe,2019/05/03
12925,Night of Terror,0.5,1.0,"Niezalezne, RPG, Przygodowe",2019/05/03
12926,Glasswinged Ascension,0.5,1.0,Niezalezne,2019/05/03
12927,DYE + Soundtrack,3.99,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12928,MineStickman,0.5,2.0,"Akcja, Przygodowe",2019/05/03
12929,The Life of One Dog,0.5,1.0,Rekreacyjne,2019/05/03
12930,Band of Defenders,7.0,1.0,Akcja,2019/05/03
12931,Blue Horizon,0.5,2.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/03
12932,BlazBlue: Calamity Trigger,4.9,2.0,Akcja,2019/05/03
12933,Beans: The Coffee Shop Simulator,0.5,2.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/03
12934,Wars Across The World - Classic Collection Pack,10.0,1.0,"Niezalezne, Strategiczne",2019/05/03
12935,Red Goblin: Cursed Forest,1.99,1.0,"Niezalezne, Rekreacyjne",2019/05/03
12936,Who's in the Box?,0.89,2.0,"Niezalezne, Rekreacyjne",2019/05/03
12937,Glass Masquerade 2: Illusions,10.0,1.0,"Niezalezne, Rekreacyjne",2019/05/03
12938,The Fall,3.98,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12939,Fractal,2.84,2.0,"Niezalezne, Wczesny dostep, Akcja, Przygodowe",2019/05/03
12940,Caveblazers - Arena Mode,4.98,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12941,Odd Realm,10.0,1.0,"Niezalezne, Symulacje, Wczesny dostep, Strategiczne",2019/05/03
12942,Bejeweled 3,1.5,3.0,"Strategiczne, Rekreacyjne",2019/05/03
12943,Paper Sorcerer,5.9,1.0,"Niezalezne, RPG, Przygodowe",2019/05/03
12944,FORCED: Slightly Better Edition,14.89,1.0,"Niezalezne, Akcja, RPG, Przygodowe",2019/05/03
12945,Day of the Trumplings,0.95,2.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/03
12946,Full Metal Renegade,0.59,2.0,Akcja,2019/05/03
12947,Hex-Up,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/03
12948,Dragons' Twilight,3.0,2.0,RPG,2019/05/03
12949,M.A.C.E. Tower Defense,0.5,2.0,"Niezalezne, Akcja, Strategiczne",2019/05/03
12950,Radium 2 | Ra²,0.5,3.0,"Niezalezne, Akcja",2019/05/03
12951,Shattered Throne,4.0,3.0,"Niezalezne, Strategiczne",2019/05/03
12952,Vex,0.5,3.0,"Niezalezne, Strategiczne, Przygodowe, Rekreacyjne",2019/05/03
12953,Fiery Disaster,0.9,1.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/03
12954,3D Hardcore Cube 2,0.5,6.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12955,Battle Runner,0.5,7.0,"Niezalezne, Rekreacyjne",2019/05/03
12956,ABZU,17.0,2.0,"Niezalezne, Symulacje, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12957,Rise of the Triad: Dark War,6.99,1.0,Akcja,2019/05/03
12958,Sid Meier's Ace Patrol: Pacific Skies,1.5,2.0,"Strategiczne, Rekreacyjne",2019/05/03
12959,Face It - A game to fight inner demons,0.5,3.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12960,Fate Tectonics,2.0,2.0,"Niezalezne, Symulacje, Strategiczne",2019/05/03
12961,Tears Revolude,0.5,3.0,"Niezalezne, RPG, Przygodowe, Rekreacyjne",2019/05/03
12962,Robot Warriors,0.5,4.0,"Niezalezne, Akcja, Strategiczne, Przygodowe, Rekreacyjne",2019/05/03
12963,Call of Bitcoin,0.5,8.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12964,Chess Knight 2,0.5,5.0,"Strategiczne, Rekreacyjne",2019/05/03
12965,Fantastic Checkers 2,0.5,7.0,"Strategiczne, Rekreacyjne",2019/05/03
12966,Mahsung Deluxe,0.5,5.0,Rekreacyjne,2019/05/03
12967,80 Days,9.99,1.0,"Niezalezne, Strategiczne, Przygodowe",2019/05/03
12968,Sherlock Holmes: The Devil's Daughter,25.0,4.0,"Akcja, Przygodowe",2019/05/03
12969,Gun-Running War Dogs,0.5,3.0,"Niezalezne, Symulacje",2019/05/03
12970,WAR DRONES,0.5,10.0,"Niezalezne, Symulacje, Akcja, MMO",2019/05/03
12971,Ripped Pants at Work,0.5,8.0,"Niezalezne, Akcja",2019/05/03
12972,Vecitas,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne, MMO",2019/05/03
12973,Business clicker,0.5,3.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/03
12974,Bits n Bullets,0.5,3.0,"Akcja, Rekreacyjne",2019/05/03
12975,The Girl on the Train,0.5,3.0,"Niezalezne, Rekreacyjne",2019/05/03
12976,Battle Simulator,0.5,4.0,"Niezalezne, Symulacje, Akcja, Strategiczne, Rekreacyjne",2019/05/03
12977,The Entity,0.5,2.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/03
12978,Fairy of the treasures,0.5,2.0,"Niezalezne, Rekreacyjne",2019/05/03
12979,Longboard Stunts and Tricks,1.4,1.0,"Symulacje, Wyscigi",2019/05/03
12980,Square Head Zombies - FPS Game,0.5,8.0,"Niezalezne, Akcja, Przygodowe, Rekreacyjne",2019/05/03
12981,Ashes of the Singularity: Escalation - Turtle Wars DLC,3.99,1.0,"Niezalezne, Symulacje, Strategiczne",2019/05/03
12982,Hyperdimension Neptunia Re;Birth1 - Colosseum + Characters DLC / コンテンツ追加パック５ / 鬥技場 + 角色DLC,3.5,1.0,"RPG, Strategiczne",2019/05/03
12983,Startide,1.5,2.0,"Niezalezne, Akcja",2019/05/03
12984,Chromatic,0.5,2.0,"Niezalezne, Akcja",2019/05/03
12985,The Elmian Warrior,0.8,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12986,NASWAY,0.5,1.0,"Niezalezne, Rekreacyjne",2019/05/03
12987,Still Life,2.8,4.0,Przygodowe,2019/05/03
12988,Return to Mysterious Island,1.9,4.0,"Przygodowe, Rekreacyjne",2019/05/03
12989,SHOWTIME 2073,0.5,6.0,"Niezalezne, Akcja",2019/05/03
12990,Hospital Manager,0.79,2.0,Symulacje,2019/05/03
12991,Iron Storm,2.7,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12992,Project Lounge,0.5,4.0,"Niezalezne, Wczesny dostep, Rekreacyjne",2019/05/03
12993,Plox Neon,2.0,1.0,"Niezalezne, Akcja, Strategiczne, Rekreacyjne",2019/05/03
12994,Quadrablaze,0.5,2.0,"Niezalezne, Wczesny dostep, Akcja, Rekreacyjne",2019/05/03
12995,Sugar Box,1.6,1.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
12996,I Can See the Future,0.5,2.0,"Niezalezne, Akcja",2019/05/03
12997,LQVE: Lion Quest Versus Expanded,0.6,1.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
12998,Goblin Harvest - The Mighty Quest,0.65,2.0,"Niezalezne, RPG, Strategiczne, Przygodowe",2019/05/03
12999,Swap Roles,0.5,6.0,"Niezalezne, Przygodowe",2019/05/03
13000,Pixel Zombie,0.5,3.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
13001,Domino Dungeon,1.0,1.0,"Niezalezne, Symulacje, Akcja, Rekreacyjne",2019/05/03
13002,The Lone Chameleon,0.75,1.0,"Niezalezne, Darmowe",2019/05/03
13003,IN-VERT,0.8,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
13004,Toon War,0.9,2.0,"Niezalezne, Akcja, Przygodowe",2019/05/03
13005,Razerwire:Nanowars,0.5,2.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
13006,Live,1.0,1.0,"Niezalezne, Akcja",2019/05/03
13007,Guild Wars: Eye of the North,29.99,1.0,"Akcja, RPG, MMO",2019/05/03
13008,Blood Bowl 2,19.99,1.0,"Strategiczne, Sportowe",2019/05/03
13009,Dangerous Skies 80's edition,0.5,4.0,"Niezalezne, Akcja, Rekreacyjne",2019/05/03
13010,Stardust Vanguards,0.5,5.0,"Niezalezne, Akcja",2019/05/03
13011,Opus Magnum,41.99,1.0,"Niezalezne, Symulacje",2019/05/03
13012,Triblaster,1.5,1.0,Niezalezne,2019/05/03
13013,Hentai Loli 3D,3.99,1.0,"Niezalezne, Symulacje, Rekreacyjne",2019/05/03
13014,OlliOlli2: Welcome to Olliwood,2.99,5.0,"Niezalezne, Akcja, Sportowe",2019/05/03
13015,Hot Tin Roof Deluxe,9.0,1.0,"Niezalezne, Akcja, RPG, Przygodowe, Wyscigi, Rekreacyjne",2019/05/03
13016,The Jackbox Party Pack,44.99,1.0,"Niezalezne, Strategiczne, Rekreacyjne",2019/05/03
13017,Deponia Doomsday Soundtrack,1.99,2.0,"Niezalezne, Przygodowe",2019/05/03
13018,Tropico 5 - Espionage,7.99,1.0,"Symulacje, RPG, Strategiczne",2019/05/03
13019,Tropico 5 - Waterborne,3.99,1.0,"Symulacje, RPG, Strategiczne",2019/05/03
13020,iBomber Defense,1.49,1.0,"Niezalezne, Strategiczne",2019/05/03
13021,Hustle Cat,12.99,1.0,"Niezalezne, Rekreacyjne",2019/05/03
13022,Sam & Max: Season One,4.99,1.0,Przygodowe,2019/05/03
13023,Columns,1.99,1.0,"Strategiczne, Rekreacyjne",2019/05/03
13024,Dark Strokes: The Legend of the Snow Kingdom Collector's Edition,2.5,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/03
13025,Vanguard Princess Director's Cut,0.5,5.0,"Niezalezne, Akcja, Rekreacyjne, Darmowe",2019/05/03
13026,ARCADE GAME SERIES 3-in-1 Pack,2.89,2.0,Akcja,2019/05/03
13027,Super Hexagon,3.99,1.0,"Niezalezne, Akcja",2019/05/03
13028,Thirty Flights of Loving,3.99,1.0,"Niezalezne, Przygodowe, Rekreacyjne",2019/05/03
13029,Star Wars: Rebel Assault 1 + 2,12.99,1.0,"Symulacje, Akcja",2019/05/03
13030,PAYDAY 2: The Bomb Heists,1.49,1.0,"Akcja, RPG",2019/05/03
13031,The Beast Within: A Gabriel Knight Mystery,6.99,1.0,Przygodowe,2019/05/03
13032,Phantasmagoria,4.99,1.0,Przygodowe,2019/05/03
13033,Phantasmagoria 2: A Puzzle of Flesh,5.99,1.0,Przygodowe,2019/05/03
